time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2015-10-18T02:57:12.300Z,18.9775,-68.262,99,3.1,Md,9,334.8,1.37082912,0.43,pr,pr15291004,2016-01-15T20:51:02.040Z,"46km NNE of Punta Cana, Dominican Republic",earthquake,7.1,11.9,0,7,reviewed,pr,pr
2015-10-18T03:04:47.300Z,17.9885,-67.0524,13,1.6,Md,3,165.6,0.01976294,0.03,pr,pr15291005,2015-10-18T08:10:14.337Z,"1km NNW of La Parguera, Puerto Rico",earthquake,0.8,0.6,0,2,reviewed,pr,pr
2015-10-18T03:17:00.000Z,18.1245,-66.044,17,1.9,Md,12,90,0.10779783,0.3,pr,pr15291006,2015-10-18T08:10:55.518Z,"6km E of G. L. Garcia, Puerto Rico",earthquake,0.7,0.7,0,7,reviewed,pr,pr
2015-10-18T04:44:50.640Z,-35.5083,-103.9181,10,4.7,mb,,149,9.563,0.88,us,us10003qxv,2016-02-19T01:57:50.000Z,"Southeast of Easter Island",earthquake,9.2,1.8,0.083,44,reviewed,us,us
2015-10-18T05:51:45.500Z,19.0181,-63.7709,22,2.9,Md,4,342,0.60276956,0.25,pr,pr15291007,2016-01-15T20:51:03.040Z,"111km NE of Road Town, British Virgin Islands",earthquake,5.9,20.4,0,2,reviewed,pr,pr
2015-10-18T06:39:02.900Z,18.4395,-67.3957,19,1.9,Md,3,205.2,0.09701805,0.05,pr,pr15291008,2015-10-18T08:12:15.869Z,"18km NW of Rincon, Puerto Rico",earthquake,1.3,0.8,0,3,reviewed,pr,pr
2015-10-18T09:22:34.400Z,17.8411,-66.1794,12,2.6,Md,9,259.2,0.14193381,0.2,pr,pr15291009,2016-01-15T20:51:04.040Z,"12km S of Jobos, Puerto Rico",earthquake,1.2,0.6,0,6,reviewed,pr,pr
2015-10-18T10:49:08.700Z,18.0746,-66.2701,12,2.7,Md,13,108,0.18954452,0.11,pr,pr15291010,2016-01-15T20:51:04.040Z,"3km WNW of Vazquez, Puerto Rico",earthquake,0.2,0.4,0,12,reviewed,pr,pr
2015-10-18T11:47:22.900Z,19.0347,-64.7005,11,3.1,Md,11,237.6,0.46173406,0.23,pr,pr15291011,2016-01-15T20:51:05.040Z,"68km N of Road Town, British Virgin Islands",earthquake,1.9,3.6,0,7,reviewed,pr,pr
2015-10-18T12:48:43.000Z,-35.969,-72.668,50,4.8,mww,,,,0.65,us,us10003phn,2016-01-15T20:51:05.040Z,"31km W of Cauquenes, Chile",earthquake,7.4,5.1,,,reviewed,guc,us
2015-10-18T12:50:08.100Z,18.086,-64.164,19,3.1,Md,9,252,0.46173406,1.04,pr,pr15291012,2016-01-15T20:51:05.040Z,"60km SE of Road Town, British Virgin Islands",earthquake,7.8,18.3,0,6,reviewed,pr,pr
2015-10-18T13:04:48.700Z,17.9874,-67.1153,15,2,Md,10,212.4,0.01976294,0.1,pr,pr15291013,2015-10-18T15:52:46.335Z,"7km SE of Boqueron, Puerto Rico",earthquake,0.5,0.3,0,5,reviewed,pr,pr
2015-10-18T13:28:01.800Z,18.6,-68.0084,22,2.5,Md,6,331.2,0.54527738,0.25,pr,pr15291014,2016-01-15T20:51:06.040Z,"41km E of Punta Cana, Dominican Republic",earthquake,2.6,19.1,0,4,reviewed,pr,pr
2015-10-18T16:53:18.800Z,-36.1137,-73.7941,18.53,4.1,mb,,120,1.876,1.04,us,us10003qyg,2016-01-15T20:51:08.040Z,"90km NW of Talcahuano, Chile",earthquake,5.8,7.3,0.197,7,reviewed,us,us
2015-10-18T17:00:08.200Z,18.531,-67.4275,18,2,Md,4,259.2,0.15361191,0.07,pr,pr15291015,2015-10-18T19:47:47.896Z,"28km NW of Rincon, Puerto Rico",earthquake,1.1,0.4,0,4,reviewed,pr,pr
2015-10-18T21:23:52.170Z,-30.1732,-72.6303,10,4.4,mb,,155,0.994,0.77,us,us10003qyn,2016-01-15T20:51:09.040Z,"126km WSW of Coquimbo, Chile",earthquake,5,1.9,0.18,9,reviewed,us,us
2015-10-18T23:01:15.150Z,-31.3226,-72.2657,8.09,4,mwr,,129,0.843,0.97,us,us10003pjz,2016-01-15T20:51:09.040Z,"110km WNW of Illapel, Chile",earthquake,3,6.7,0.059,28,reviewed,us,us
2015-10-19T00:13:24.800Z,19.5013,-66.2677,13,2.9,Md,12,280.8,1.04743562,0.18,pr,pr15292000,2016-01-15T20:51:10.040Z,"114km N of Brenas, Puerto Rico",earthquake,3.7,5.6,0,8,reviewed,pr,pr
2015-10-19T01:12:14.510Z,-55.9562,-27.5243,113.03,4.4,mb,,102,5.41,0.46,us,us10003qzf,2016-01-15T20:51:10.040Z,"85km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",earthquake,11.8,6.3,0.13,17,reviewed,us,us
2015-10-19T01:22:22.000Z,18.8269,-64.5473,96,2.1,Md,3,237.6,0.22547714,0.17,pr,pr15292001,2015-10-19T04:29:16.515Z,"45km N of Road Town, British Virgin Islands",earthquake,4.3,1.5,0,3,reviewed,pr,pr
2015-10-19T02:41:00.560Z,-34.8029,-71.6718,46.24,4.6,mb,,53,0.296,0.56,us,us10003pkk,2016-01-15T20:51:10.040Z,"33km SW of Santa Cruz, Chile",earthquake,3.2,1,0.102,29,reviewed,us,us
2015-10-19T03:06:34.010Z,-38.1623,-75.1155,10,4.2,mb,,145,2.612,0.78,us,us10003pkr,2016-01-15T20:51:11.040Z,"142km WSW of Lebu, Chile",earthquake,4.9,1.9,0.199,7,reviewed,us,us
2015-10-19T04:37:12.720Z,-30.2852,-72.2484,6.02,4.5,mwr,,88,0.656,1.07,us,us10003pl1,2016-01-15T20:51:11.040Z,"94km WSW of Coquimbo, Chile",earthquake,3.4,4.1,0.047,44,reviewed,us,us
2015-10-19T05:22:04.730Z,-55.3206,-27.9528,10,4.2,mb,,85,5.046,0.32,us,us10003r0i,2016-01-15T20:51:12.040Z,"160km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",earthquake,14,1.9,0.216,6,reviewed,us,us
2015-10-19T05:43:51.160Z,-21.1965,-68.6881,124.61,4.3,mb,,91,0.761,0.69,us,us10003plc,2016-01-15T20:51:12.040Z,"142km N of Calama, Chile",earthquake,6.4,5.1,0.147,13,reviewed,us,us
2015-10-19T05:57:23.500Z,18.7355,-67.6396,32,3.2,Md,13,306,0.38088568,0.47,pr,pr15292002,2016-01-15T20:51:12.040Z,"60km NW of Rincon, Puerto Rico",earthquake,2.6,6.4,0,11,reviewed,pr,pr
2015-10-19T08:42:56.040Z,4.8505,-82.7527,10,4.1,mb,,237,3.7,1.02,us,us10003pls,2016-01-15T20:51:13.040Z,"South of Panama",earthquake,11.6,2,0.197,7,reviewed,us,us
2015-10-19T08:51:03.000Z,17.8365,-67.6075,5,2.6,Md,8,291.6,0.50305656,0.44,pr,pr15292003,2016-01-15T20:51:13.040Z,"47km WSW of Pole Ojea, Puerto Rico",earthquake,3.1,3.1,0,3,reviewed,pr,pr
2015-10-19T09:28:41.770Z,-30.2687,-71.9793,16.26,4.5,mb,,150,0.501,0.97,us,us10003plt,2016-01-15T20:51:13.040Z,"70km WSW of Coquimbo, Chile",earthquake,2.8,4.8,0.271,7,reviewed,us,us
2015-10-19T14:37:51.900Z,-33.4872,-70.8707,79.7,4.7,mb,,51,0.146,0.71,us,us10003pni,2016-01-15T20:51:15.040Z,"14km WSW of Lo Prado, Chile",earthquake,4,3.6,0.077,52,reviewed,us,us
2015-10-19T17:27:21.490Z,-31.3436,-72.2126,10,4.1,mb,,152,0.831,0.73,us,us10003pr1,2016-01-15T20:51:16.040Z,"104km WNW of Illapel, Chile",earthquake,6,1.9,0.198,7,reviewed,us,us
2015-10-19T17:57:02.710Z,-30.7077,-71.44,39.72,4.4,mb,,96,0.171,0.68,us,us10003pr8,2016-01-15T20:51:16.040Z,"25km WSW of Ovalle, Chile",earthquake,7.4,7,0.169,10,reviewed,us,us
2015-10-19T19:35:59.400Z,17.4447,-64.9244,15,3.1,Md,8,284.4,0.34046149,0.23,pr,pr15292006,2016-01-15T20:51:16.040Z,"41km SW of Christiansted, U.S. Virgin Islands",earthquake,1.3,1.7,0,6,reviewed,pr,pr
2015-10-19T19:47:57.000Z,18.9414,-64.931,44,3,Md,4,252,0.60456619,0.05,pr,pr15292007,2016-01-15T20:51:16.040Z,"66km N of Charlotte Amalie, U.S. Virgin Islands",earthquake,1.7,3.2,0,3,reviewed,pr,pr
2015-10-19T20:27:21.290Z,-35.7708,-101.7953,10,4.6,mb,,188,24.956,0.49,us,us10003r06,2016-01-15T20:51:17.040Z,"Southeast of Easter Island",earthquake,8.5,2,0.158,12,reviewed,us,us
2015-10-19T20:30:56.640Z,-36.2441,-99.908,10,4.4,mb,,117,23.358,0.75,us,us10003r07,2016-01-15T20:51:17.040Z,"Southeast of Easter Island",earthquake,10.3,1.9,0.202,7,reviewed,us,us
2015-10-19T20:45:28.100Z,19.5545,-65.5288,55,3.4,Md,5,288,1.26033634,0.05,pr,pr15292008,2016-01-15T20:51:17.040Z,"129km NNE of Vieques, Puerto Rico",earthquake,1.7,6.1,0,4,reviewed,pr,pr
2015-10-19T20:57:37.400Z,18.9759,-67.8391,30,3.3,Md,8,320.4,0.67912635,0.17,pr,pr15292004,2016-01-15T20:51:17.040Z,"73km NE of Punta Cana, Dominican Republic",earthquake,1.4,7.4,0,7,reviewed,pr,pr
2015-10-19T21:45:06.400Z,18.9633,-67.7502,23,3,Md,6,324,0.62971901,0.11,pr,pr15292009,2016-01-15T20:51:17.040Z,"80km ENE of Punta Cana, Dominican Republic",earthquake,1.2,10.1,0,6,reviewed,pr,pr
2015-10-19T22:27:39.300Z,19.0655,-67.7906,27,2.8,Md,5,327.6,0.73931348,0.17,pr,pr15292010,2016-01-15T20:51:18.040Z,"83km NE of Punta Cana, Dominican Republic",earthquake,2.2,11.6,0,4,reviewed,pr,pr
2015-10-19T22:31:52.100Z,19.4258,-66.355,87,3.4,Md,8,288,0.95670578,0.15,pr,pr15292005,2016-01-15T20:51:18.040Z,"106km N of Brenas, Puerto Rico",earthquake,2,3.4,0,5,reviewed,pr,pr
2015-10-19T22:34:49.380Z,-31.1618,-71.7506,29.9,4.2,mb,,162,0.496,0.51,us,us10003pu0,2016-01-15T20:51:18.040Z,"76km NW of Illapel, Chile",earthquake,6.2,6.8,0.199,7,reviewed,us,us
2015-10-19T23:33:27.800Z,18.0919,-65.0392,7,2.4,Md,4,212.4,0.31441035,0.43,pr,pr15292011,2015-10-20T05:01:02.794Z,"29km SSW of Charlotte Amalie, U.S. Virgin Islands",earthquake,2.2,3.1,0,3,reviewed,pr,pr
2015-10-20T00:19:27.280Z,-55.2355,-27.9475,10,4.4,mb,,112,5.037,0.75,us,us10003rvj,2016-01-15T20:51:19.040Z,"169km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",earthquake,11.5,1.7,0.143,14,reviewed,us,us
2015-10-20T01:32:56.500Z,18.5105,-67.5552,17,2.4,Md,4,302.4,0.14462876,0.14,pr,pr15293002,2015-10-20T05:19:14.932Z,"37km WNW of Rincon, Puerto Rico",earthquake,1.3,0.6,0,4,reviewed,pr,pr
2015-10-20T01:58:21.660Z,-55.7504,-27.8638,44.04,4.3,mb,,123,5.175,0.62,us,us10003rwh,2016-01-15T20:51:20.040Z,"113km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",earthquake,14.8,8.5,0.142,14,reviewed,us,us
2015-10-20T02:24:35.100Z,18.947,-64.398,39,2.4,Md,3,288,0.22457882,0.18,pr,pr15293001,2015-10-20T05:15:54.486Z,"63km NNE of Road Town, British Virgin Islands",earthquake,2,2.4,0,3,reviewed,pr,pr
2015-10-20T02:30:05.600Z,18.8969,-64.2918,36,3,Md,8,324,0.1706799,0.07,pr,pr15293003,2016-01-15T20:51:20.040Z,"63km NNE of Road Town, British Virgin Islands",earthquake,1.4,0.7,0,8,reviewed,pr,pr
2015-10-20T02:45:01.100Z,18.8943,-64.2655,36,2.8,Md,6,324,0.17517148,0.15,pr,pr15293004,2016-01-15T20:51:21.040Z,"64km NE of Road Town, British Virgin Islands",earthquake,1.9,0.8,0,5,reviewed,pr,pr
2015-10-20T02:52:47.600Z,17.9951,-65.587,18,2.7,Md,5,205.2,0.1060012,0.1,pr,pr15293005,2016-01-15T20:51:21.040Z,"16km SW of Esperanza, Puerto Rico",earthquake,0.9,0.4,0,4,reviewed,pr,pr
2015-10-20T03:04:05.400Z,18.61,-66.96,23,2.3,Md,7,219.6,0.20032431,0.23,pr,pr15293006,2015-10-20T06:58:16.050Z,"13km NNE of Isabela, Puerto Rico",earthquake,1.1,2,0,4,reviewed,pr,pr
2015-10-20T03:31:14.600Z,18.8563,-67.459,17,3,Md,18,280.8,0.46892058,0.3,pr,pr15293000,2016-01-15T20:51:21.040Z,"55km NW of San Antonio, Puerto Rico",earthquake,2.2,3.3,0,13,reviewed,pr,pr
2015-10-20T04:01:28.000Z,-29.973,-71.1056,92.26,3.9,mb,,82,0.127,0.5,us,us10003pu8,2016-01-15T20:51:21.040Z,"16km ESE of La Serena, Chile",earthquake,5.3,3.8,0.229,5,reviewed,us,us
2015-10-20T04:06:54.010Z,-30.7726,-71.4885,40.42,4.7,mwr,,56,0.16,0.93,us,us10003pu9,2016-01-15T20:51:22.040Z,"33km SW of Ovalle, Chile",earthquake,5.1,4.6,0.05,39,reviewed,us,us
2015-10-20T04:15:20.810Z,-30.7412,-71.4384,40.53,4.1,mb,,106,0.182,0.45,us,us10003pue,2016-01-15T20:51:22.040Z,"27km SW of Ovalle, Chile",earthquake,5.9,11.2,0.369,2,reviewed,us,us
2015-10-20T10:06:14.040Z,-30.7867,-71.4045,46.02,5,mww,,47,0.228,1.03,us,us10003pvh,2016-02-19T01:58:01.000Z,"28km SW of Ovalle, Chile",earthquake,4.9,4,,,reviewed,us,us
2015-10-20T10:07:56.100Z,18.9988,-65.3933,44,3.1,Md,9,241.2,0.69529603,0.27,pr,pr15293007,2016-01-15T20:51:23.040Z,"77km NNE of Luquillo, Puerto Rico",earthquake,2.3,7,0,9,reviewed,pr,pr
2015-10-20T13:57:50.080Z,18.2404,-61.0634,38.09,4.6,mb,,111,0.892,1.06,us,us10003pvy,2016-01-15T20:51:24.040Z,"104km NE of Codrington, Barbuda",earthquake,6.9,6.9,0.128,20,reviewed,us,us
2015-10-20T16:43:31.070Z,-29.9607,-72.2611,10,4.3,ml,,196,0.888,1.09,us,us10003rvz,2016-01-15T20:51:25.040Z,"88km W of Coquimbo, Chile",earthquake,4.1,2,,,reviewed,us,guc
2015-10-20T19:03:09.640Z,-20.5458,-70.6956,16.77,3.9,mwr,,177,0.482,0.68,us,us10003q0f,2016-01-15T20:51:25.040Z,"67km WSW of Iquique, Chile",earthquake,4.3,5.5,0.061,26,reviewed,us,us
2015-10-20T19:41:01.400Z,18.3761,-64.9207,88,2.8,Md,3,331.2,0.03952587,0.05,pr,pr15293008,2016-01-15T20:51:26.040Z,"3km NNE of Charlotte Amalie, U.S. Virgin Islands",earthquake,4.6,0.9,0,2,reviewed,pr,pr
2015-10-20T20:13:22.400Z,18.0911,-65.5818,16,1.8,Md,3,201.6,0.02874609,0.07,pr,pr15293009,2015-10-21T01:31:09.439Z,"11km W of Esperanza, Puerto Rico",earthquake,1.8,0.8,0,2,reviewed,pr,pr
2015-10-20T20:33:12.060Z,-57.4332,-65.8872,9.08,5.6,mww,,49,2.689,0.89,us,us10003pzw,2016-03-02T18:44:22.824Z,"Drake Passage",earthquake,7.5,3.2,,,reviewed,us,us
2015-10-20T21:45:23.990Z,-30.4214,-71.7119,25.51,3.9,mb,,147,0.26,0.88,us,us10003q0k,2016-01-15T20:51:26.040Z,"52km WNW of Ovalle, Chile",earthquake,4.3,7.2,0.256,4,reviewed,us,us
2015-10-20T23:55:48.340Z,-30.8176,-71.5045,37.09,4.5,mb,,112,0.182,1.12,us,us10003q3t,2016-01-15T20:51:29.040Z,"37km SW of Ovalle, Chile",earthquake,4.1,5.6,0.131,17,reviewed,us,us
2015-10-21T02:12:22.750Z,-31.7063,-72.0508,10,4.2,mwr,,76,1.089,0.65,us,us10003q4e,2016-01-15T20:51:30.040Z,"84km W of Illapel, Chile",earthquake,2.7,1.8,0.046,45,reviewed,us,us
2015-10-21T03:10:28.030Z,-30.6918,-71.571,35.9,4,mb,,82,0.058,0.68,us,us10003q4l,2016-01-15T20:51:30.040Z,"37km WSW of Ovalle, Chile",earthquake,4.7,11.8,0.366,2,reviewed,us,us
2015-10-21T05:22:07.150Z,-30.3618,-71.7019,17.32,4.1,ml,,192,0.316,1.14,us,us10003q61,2016-01-15T20:51:31.040Z,"54km WNW of Ovalle, Chile",earthquake,4.7,12.7,,,reviewed,us,guc
2015-10-21T09:22:07.000Z,-22.395,-67.781,156.4,4.7,mb,,,,1.5,us,us10003q60,2016-01-15T20:51:32.040Z,"73km NE of San Pedro de Atacama, Chile",earthquake,7.9,5.6,0.102,32,reviewed,guc,us
2015-10-21T11:11:36.200Z,18.1152,-66.849,9,2,Md,6,133.2,0.2353586,0.09,pr,pr15294001,2015-10-21T18:03:19.019Z,"6km SW of Adjuntas, Puerto Rico",earthquake,0.3,5.5,0,4,reviewed,pr,pr
2015-10-21T12:25:09.800Z,18.9358,-65.3444,58,3.3,Md,6,284.4,0.62792238,0.38,pr,pr15294000,2015-10-21T20:27:40.627Z,"70km N of Culebra, Puerto Rico",earthquake,5.3,9,0,6,reviewed,pr,pr
2015-10-21T12:25:10.600Z,18.9902,-65.3874,29,3.1,Md,12,241.2,0.68631288,0.38,pr,pr15294003,2016-01-15T20:51:34.040Z,"76km NNE of Luquillo, Puerto Rico",earthquake,2.9,17.6,0,12,reviewed,pr,pr
2015-10-21T12:31:17.800Z,18.9888,-65.4377,10,2.5,Md,3,291.6,0.69260108,0.07,pr,pr15294002,2016-01-15T20:51:34.040Z,"74km NNE of Luquillo, Puerto Rico",earthquake,3.2,4.3,0,2,reviewed,pr,pr
2015-10-21T12:39:41.400Z,18.4589,-64.3655,26,3.2,Md,9,356.4,0.24254513,0.17,pr,pr15294004,2016-01-15T20:51:34.040Z,"26km E of Road Town, British Virgin Islands",earthquake,15.9,1.6,0,6,reviewed,pr,pr
2015-10-21T14:39:17.810Z,-20.3199,-69.1422,87.22,4.5,mwr,,44,0.178,0.67,us,us10003q8j,2016-01-15T20:51:35.040Z,"105km E of Iquique, Chile",earthquake,6.5,5.3,0.065,23,reviewed,us,us
2015-10-21T18:11:04.240Z,-18.9925,-68.3633,187.28,4.5,mb,,41,1.364,0.71,us,us10003qb5,2016-01-15T20:51:36.040Z,"153km SE of Putre, Chile",earthquake,8.1,7,0.122,20,reviewed,us,us
2015-10-21T18:20:33.120Z,2.1717,-99.2102,10,4.2,mb,,234,9.359,0.59,us,us10003rxv,2016-01-15T20:51:36.040Z,"West of the Galapagos Islands",earthquake,14.3,2,0.159,11,reviewed,us,us
2015-10-21T18:45:46.530Z,-30.8311,-71.4796,36.82,4.9,mb,,76,0.206,0.86,us,us10003qbf,2016-01-15T20:51:36.040Z,"37km SW of Ovalle, Chile",earthquake,5,4.5,0.044,166,reviewed,us,us
2015-10-21T21:19:24.730Z,-26.9223,-113.6212,10,4.8,mb,,76,36.694,0.61,us,us10003qfl,2016-01-15T20:51:37.040Z,"Easter Island region",earthquake,13.3,1.8,0.071,61,reviewed,us,us
2015-10-21T22:04:31.430Z,-31.182,-71.8011,22.03,4.2,mb,,191,0.526,1.03,us,us10003qgw,2016-01-15T20:51:37.040Z,"78km NW of Illapel, Chile",earthquake,3,7.6,0.304,3,reviewed,us,us
2015-10-22T00:02:55.210Z,-30.3046,-71.6998,22.12,4.2,mb,,90,0.372,1.05,us,us10003qiw,2016-01-22T23:41:09.040Z,"51km SW of Coquimbo, Chile",earthquake,4.9,6.4,0.2,7,reviewed,us,us
2015-10-22T00:14:06.400Z,17.4689,-65.7533,22,2.4,Md,12,219.6,0.59737966,0.18,pr,pr15295000,2015-10-22T00:37:08.883Z,"60km SSE of Emajagua, Puerto Rico",earthquake,0.8,13.7,0,11,reviewed,pr,pr
2015-10-22T02:56:34.900Z,19.5277,-66.1275,38,3.4,Md,10,291.6,1.21272563,0.23,pr,pr15295002,2016-01-22T23:41:09.040Z,"117km N of San Juan, Puerto Rico",earthquake,2.3,14.7,0,8,reviewed,pr,pr
2015-10-22T03:32:44.400Z,19.1124,-68.0962,24,3,Md,5,331.2,1.33489651,0.33,pr,pr15295003,2016-01-22T23:41:09.040Z,"67km NNE of Punta Cana, Dominican Republic",earthquake,3.2,28.8,0,3,reviewed,pr,pr
2015-10-22T04:18:00.800Z,17.9592,-66.6997,34,2.8,Md,14,180,0.12127256,0.25,pr,pr15295001,2016-01-22T23:41:09.040Z,"4km SSE of Tallaboa, Puerto Rico",earthquake,0.9,1.3,0,11,reviewed,pr,pr
2015-10-22T05:39:40.700Z,18.1345,-66.9408,20,1.9,Md,4,169.2,0.14373045,0.07,pr,pr15295004,2015-10-22T08:57:46.922Z,"6km NNE of Sabana Grande, Puerto Rico",earthquake,1,2.2,0,1,reviewed,pr,pr
2015-10-22T08:47:22.600Z,18.127,-66.7435,18,2.1,Md,9,118.8,0.12845909,0.05,pr,pr15295005,2015-10-22T09:03:27.654Z,"7km ESE of Adjuntas, Puerto Rico",earthquake,0.2,0.5,0,6,reviewed,pr,pr
2015-10-22T16:24:11.700Z,18.673,-64.2799,44,2.2,Md,4,342,0.40873345,0.15,pr,pr15295006,2015-10-22T19:53:32.505Z,"45km NE of Road Town, British Virgin Islands",earthquake,7.2,3.1,0,4,reviewed,pr,pr
2015-10-22T17:13:17.150Z,18.8598,-62.5966,35.62,4.3,mb,,69,0.924,0.97,us,us10003qs4,2016-01-22T23:41:10.040Z,"84km NNE of Stoney Ground, Anguilla",earthquake,6.8,2.2,0.089,36,reviewed,us,us
2015-10-22T18:24:04.500Z,18.1935,-64.8768,26,1.8,Md,4,212.4,0.17247653,0.1,pr,pr15295007,2015-10-22T19:59:49.312Z,"17km SSE of Charlotte Amalie, U.S. Virgin Islands",earthquake,2.8,2.9,0,4,reviewed,pr,pr
2015-10-22T19:01:23.800Z,18.9811,-65.0652,34,2.2,Md,4,291.6,0.63421059,0.11,pr,pr15295008,2015-10-22T20:11:20.784Z,"72km NNW of Charlotte Amalie, U.S. Virgin Islands",earthquake,2.7,8.6,0,4,reviewed,pr,pr
2015-10-22T20:13:21.200Z,18.1245,-66.752,12,2.2,Md,5,133.2,0.17157822,0.07,pr,pr15295009,2015-10-22T23:53:15.407Z,"6km SE of Adjuntas, Puerto Rico",earthquake,0.2,0.7,0,4,reviewed,pr,pr
2015-10-22T20:22:28.000Z,-30.385,-71.699,25.3,4.2,mb,,,,0.77,us,us10003qtm,2016-01-22T23:41:10.040Z,"53km WNW of Ovalle, Chile",earthquake,4.1,5.6,0.187,8,reviewed,guc,us
2015-10-22T22:32:30.200Z,18.8073,-67.236,31,2.6,Md,8,298.8,0.3584278,0.23,pr,pr15295012,2016-01-22T23:41:10.040Z,"37km NNW of San Antonio, Puerto Rico",earthquake,1.3,3,0,7,reviewed,pr,pr
2015-10-22T23:00:02.400Z,18.0095,-67.1047,13,2.2,Md,8,126,0.00538989,0.1,pr,pr15295013,2015-10-23T00:54:04.474Z,"4km SW of Palmarejo, Puerto Rico",earthquake,1.1,0.6,0,6,reviewed,pr,pr
2015-10-22T23:52:28.700Z,18.8847,-64.3724,12,2.2,Md,4,327.6,0.52012455,0.14,pr,pr15295010,2015-10-23T00:03:57.632Z,"57km NNE of Road Town, British Virgin Islands",earthquake,6.5,8.3,0,3,reviewed,pr,pr
2015-10-22T23:53:47.500Z,17.8605,-66.8902,6,2.1,Md,14,223.2,0.11498436,0.23,pr,pr15295011,2015-10-23T00:15:49.993Z,"12km S of Guanica, Puerto Rico",earthquake,0.8,0.5,0,10,reviewed,pr,pr
2015-10-23T01:52:52.650Z,-32.3763,-72.0691,9.59,4.5,mb,,180,0.74,1.24,us,us10003qvd,2016-01-22T23:41:11.040Z,"79km W of La Ligua, Chile",earthquake,2.4,5.8,0.156,12,reviewed,us,us
2015-10-23T03:39:13.000Z,19.1611,-67.821,24,2.6,Md,4,342,1.20194585,0.31,pr,pr15296001,2016-01-22T23:41:11.040Z,"88km NE of Punta Cana, Dominican Republic",earthquake,4.9,26.8,0,2,reviewed,pr,pr
2015-10-23T04:38:19.300Z,18.8314,-64.3184,14,2.7,Md,5,320.4,0.50036161,0.18,pr,pr15296002,2016-01-22T23:41:11.040Z,"55km NE of Road Town, British Virgin Islands",earthquake,2.6,2.3,0,3,reviewed,pr,pr
2015-10-23T05:25:01.810Z,-29.9521,-68.4605,95.85,4.5,mb,,31,1.6,0.8,us,us10003qvm,2016-01-22T23:41:11.040Z,"42km NE of San Jose de Jachal, Argentina",earthquake,4.5,4.9,0.089,37,reviewed,us,us
2015-10-23T06:06:35.200Z,18.1261,-67.0709,22,2.7,Md,15,104.4,0.05030566,0.18,pr,pr15296000,2016-01-22T23:41:11.040Z,"4km NNE of Sabana Eneas, Puerto Rico",earthquake,0.4,0.8,0,12,reviewed,pr,pr
2015-10-23T06:53:12.130Z,3.3338,-84.3057,10,4.5,mb,,87,5.396,0.86,us,us10003qvt,2016-01-22T23:41:11.040Z,"Off the coast of Central America",earthquake,10,1.9,0.084,41,reviewed,us,us
2015-10-23T07:59:10.100Z,19.1301,-65.5235,29,3,Md,6,266.4,0.84890794,0.1,pr,pr15296005,2016-01-22T23:41:11.040Z,"84km NNE of Vieques, Puerto Rico",earthquake,1,9.7,0,5,reviewed,pr,pr
2015-10-23T09:33:41.300Z,18.5907,-66.8821,78,3,Md,17,208.8,0.24883333,0.2,pr,pr15296003,2016-01-22T23:41:11.040Z,"12km NNW of Camuy, Puerto Rico",earthquake,1,0.8,0,13,reviewed,pr,pr
2015-10-23T10:17:05.100Z,18.568,-66.1262,90,2.8,Md,6,208.8,0.39076715,0.27,pr,pr15296004,2016-01-22T23:41:11.040Z,"11km N of San Juan, Puerto Rico",earthquake,4.1,2.3,0,6,reviewed,pr,pr
2015-10-23T14:47:58.520Z,-30.7656,-71.5533,40.63,4.5,mb,,142,0.115,0.74,us,us10003qz7,2016-01-22T23:41:12.040Z,"38km WSW of Ovalle, Chile",earthquake,8.5,6.4,0.242,5,reviewed,us,us
2015-10-23T15:48:49.400Z,19.495,-65.5335,78,3.3,Md,6,288,1.2046408,0.34,pr,pr15296006,2016-01-22T23:41:12.040Z,"122km NNE of Vieques, Puerto Rico",earthquake,6.5,14.5,0,6,reviewed,pr,pr
2015-10-23T16:15:48.700Z,18.9626,-65.1522,15,2.8,Md,3,316.8,0.63600722,0.3,pr,pr15296007,2016-01-22T23:41:12.040Z,"72km NNW of Charlotte Amalie, U.S. Virgin Islands",earthquake,10.9,21.6,0,3,reviewed,pr,pr
2015-10-23T17:50:16.200Z,17.9955,-67.0671,14,1.9,Md,4,144,0.03323767,0.31,pr,pr15296008,2015-10-23T20:34:23.233Z,"3km NW of La Parguera, Puerto Rico",earthquake,2.4,2.4,0,3,reviewed,pr,pr
2015-10-23T18:33:49.000Z,-25.655,-70.785,55,4.2,mb,,,,1.81,us,us10003r26,2016-01-22T23:41:12.040Z,"41km SW of Taltal, Chile",earthquake,8.1,3.8,0.374,3,reviewed,guc,us
2015-10-24T02:00:57.400Z,18.0312,-65.4215,17,2.3,Md,3,270,0.14013718,0.09,pr,pr15297000,2015-10-24T04:15:13.409Z,"8km SE of Esperanza, Puerto Rico",earthquake,1.3,1.1,0,3,reviewed,pr,pr
